1.000000000000000021e-03, 2.380842415773343486e-05
2.000000000000000042e-03, 6.734482198094948995e-05
3.000000000000000062e-03, 1.235967093279674979e-04
4.000000000000000083e-03, 1.907287241544451022e-04
5.000000000000000104e-03, 2.665119851962706845e-04
6.000000000000000125e-03, 3.502998596629053568e-04
7.000000000000000146e-03, 4.397875773184158608e-04
8.000000000000000167e-03, 5.472149966703194861e-04
9.000000000000001055e-03, 6.442595272107001173e-04
1.000000000000000021e-02, 7.518746480964143492e-04
1.099999999999999936e-02, 8.684055721847285707e-04
1.200000000000000025e-02, 9.860921597880584807e-04
1.300000000000000114e-02, 1.118284787335779460e-03
1.400000000000000029e-02, 1.246529451457722461e-03
1.499999999999999944e-02, 1.385912324447285439e-03
1.600000000000000033e-02, 1.520228142863504434e-03
1.700000000000000122e-02, 1.671442601476926188e-03
1.800000000000000211e-02, 1.810636583556684762e-03
1.899999999999999953e-02, 1.955986495385420455e-03
2.000000000000000042e-02, 2.123611527025961142e-03
2.100000000000000130e-02, 2.285653097369295256e-03
2.199999999999999872e-02, 2.457207169129089954e-03
2.299999999999999961e-02, 2.627065735752534461e-03
2.400000000000000050e-02, 2.797756171613037350e-03
2.500000000000000139e-02, 2.970274625296371283e-03
2.600000000000000228e-02, 3.164003155529956837e-03
2.699999999999999969e-02, 3.334066606475206106e-03
2.800000000000000058e-02, 3.525782350327152578e-03
2.900000000000000147e-02, 3.718889721639391868e-03
2.999999999999999889e-02, 3.909966360028609318e-03
3.099999999999999978e-02, 4.093408622217829113e-03
3.200000000000000067e-02, 4.278766449302086675e-03
3.300000000000000155e-02, 4.515020614594848769e-03
3.400000000000000244e-02, 4.737210844841282381e-03
3.500000000000000333e-02, 4.904435390998994858e-03
3.600000000000000422e-02, 5.170205226624311097e-03
3.699999999999999817e-02, 5.342515572387998915e-03
3.799999999999999906e-02, 5.555357294256556971e-03
3.899999999999999994e-02, 5.796794142502091803e-03
4.000000000000000083e-02, 6.030759402116996071e-03
4.100000000000000172e-02, 6.240700157925390713e-03
4.200000000000000261e-02, 6.471037573890441909e-03
4.300000000000000350e-02, 6.690167699391614403e-03
4.399999999999999745e-02, 6.917369583221338880e-03
4.499999999999999833e-02, 7.170424000245817150e-03
4.599999999999999922e-02, 7.415975744550427386e-03
4.700000000000000011e-02, 7.657798245182677495e-03
4.800000000000000100e-02, 7.915609523917566115e-03
4.900000000000000189e-02, 8.150136790065229050e-03
5.000000000000000278e-02, 8.436608943063115401e-03
5.100000000000000366e-02, 8.665415125965452575e-03
5.200000000000000455e-02, 8.931538388694135189e-03
5.299999999999999850e-02, 9.117760920217652873e-03
5.399999999999999939e-02, 9.432361888413041268e-03
5.500000000000000028e-02, 9.701529420616743227e-03
5.600000000000000117e-02, 9.972492005412236099e-03
5.700000000000000205e-02, 1.022514792054916161e-02
5.800000000000000294e-02, 1.053929800072048346e-02
5.900000000000000383e-02, 1.080283021312273585e-02
5.999999999999999778e-02, 1.102387225614792458e-02
6.099999999999999867e-02, 1.132157330801738908e-02
6.199999999999999956e-02, 1.155028321036960688e-02
6.300000000000000044e-02, 1.192336538246066210e-02
6.400000000000000133e-02, 1.220117412668597114e-02
6.500000000000000222e-02, 1.245511768810510407e-02
6.600000000000000311e-02, 1.277686060837209675e-02
6.700000000000000400e-02, 1.299614178260295044e-02
6.800000000000000488e-02, 1.336896436004731195e-02
6.900000000000000577e-02, 1.365681188619364932e-02
7.000000000000000666e-02, 1.391097085842699262e-02
7.100000000000000755e-02, 1.431731104217771368e-02
7.200000000000000844e-02, 1.459132105331660025e-02
7.299999999999999545e-02, 1.476201538515688021e-02
7.399999999999999634e-02, 1.509805745162340514e-02
7.499999999999999722e-02, 1.543338217978887719e-02
7.599999999999999811e-02, 1.585362021451569223e-02
7.699999999999999900e-02, 1.607214231328512113e-02
7.799999999999999989e-02, 1.640719674798721620e-02
7.900000000000000078e-02, 1.679981943309215298e-02
8.000000000000000167e-02, 1.698518897523447826e-02
8.100000000000000255e-02, 1.734074617115909100e-02
8.200000000000000344e-02, 1.760994742333311588e-02
8.300000000000000433e-02, 1.798264842732847160e-02
8.400000000000000522e-02, 1.827113117911184983e-02
8.500000000000000611e-02, 1.871510713610207571e-02
